britned_flow,date,day,demand_value,east_west_flow,eleclink_flow,embedded_solar_capacity,embedded_solar_generation,embedded_wind_capacity,embedded_wind_generation,england_wales_demand,greenlink_flow,hour,ifa2_flow,ifa_flow,minute,month,moyle_flow,nd,nemo_flow,non_bm_stor,nsl_flow,pump_storage_pumping,scottish_transfer,settlement_date,settlement_period,source_file,tsd,viking_flow,year
NaN,2002-11-30,30,31369.0,NaN,NaN,NaN,NaN,NaN,NaN,31369.0,NaN,0,NaN,1991.0,0,11,NaN,34927.0,NaN,0.0,NaN,65.0,NaN,2002-11-30,15.0,NaN,NaN,NaN,2002
802.0,2015-02-10,10,42036.0,-527.0,NaN,6887.0,489.0,4077.0,353.0,42036.0,NaN,0,0.0,1213.0,0,2,-246.0,46099.0,0.0,0.0,NaN,2.0,NaN,2015-02-10,31.0,NaN,47474.0,NaN,2015
630.0,2024-02-03,3,31000.0,-531.0,998.0,16959.0,0.0,6562.0,3167.0,31000.0,0.0,0,-4.0,1745.0,0,2,-450.0,33015.0,1010.0,0.0,1397.0,1.0,5191.0,2024-02-03,35.0,NaN,34601.0,1408.0,2024
0.0,2021-02-08,8,21950.0,405.0,0.0,13542.0,0.0,6527.0,3429.0,21950.0,0.0,0,-43.0,1332.0,0,2,401.0,24230.0,706.0,0.0,0.0,1085.0,NaN,2021-02-08,8.0,NaN,25958.0,0.0,2021
-590.0,2025-06-22,22,19006.0,-215.0,0.0,20764.0,0.0,6606.0,2008.0,19006.0,-514.0,0,992.0,1001.0,0,6,-300.0,20716.0,-171.0,0.0,1395.0,5.0,1397.0,2025-06-22,3.0,NaN,23334.0,-323.0,2025
-755.0,2011-09-29,29,36391.0,0.0,NaN,708.0,111.0,1836.0,330.0,36391.0,NaN,0,0.0,-513.0,0,9,0.0,39904.0,0.0,39.0,NaN,8.0,NaN,2011-09-29,32.0,NaN,41641.0,NaN,2011
879.0,2015-07-01,1,21325.0,-250.0,NaN,8707.0,0.0,3897.0,1148.0,21325.0,NaN,0,0.0,1716.0,0,7,-16.0,23469.0,0.0,0.0,NaN,1151.0,NaN,2015-07-01,3.0,NaN,25386.0,NaN,2015
0.0,2010-05-02,2,19770.0,0.0,NaN,21.0,0.0,2236.0,913.0,19770.0,NaN,0,0.0,1992.0,0,5,-146.0,22313.0,0.0,0.0,NaN,1146.0,NaN,2010-05-02,11.0,NaN,24105.0,NaN,2010
0.0,2010-05-09,9,22458.0,0.0,NaN,22.0,0.0,2236.0,429.0,22458.0,NaN,0,0.0,1509.0,0,5,-149.0,25033.0,0.0,0.0,NaN,1523.0,NaN,2010-05-09,8.0,NaN,27205.0,NaN,2010
0.0,2015-05-13,13,29581.0,-458.0,NaN,8569.0,5530.0,3848.0,362.0,29581.0,NaN,0,0.0,1997.0,0,5,-223.0,32921.0,0.0,0.0,NaN,4.0,NaN,2015-05-13,29.0,NaN,34106.0,NaN,2015
NaN,2006-06-22,22,33840.0,NaN,NaN,NaN,NaN,NaN,NaN,33840.0,NaN,0,NaN,924.0,0,6,-70.0,37062.0,NaN,0.0,NaN,10.0,NaN,2006-06-22,43.0,NaN,37642.0,NaN,2006
NaN,2002-03-25,25,37313.0,NaN,NaN,NaN,NaN,NaN,NaN,37313.0,NaN,0,NaN,1921.0,0,3,NaN,41784.0,NaN,0.0,NaN,8.0,NaN,2002-03-25,44.0,NaN,NaN,NaN,2002
995.0,2016-01-04,4,40367.0,-413.0,NaN,9080.0,0.0,4013.0,1890.0,40367.0,NaN,0,0.0,1997.0,0,1,-238.0,43539.0,0.0,0.0,NaN,9.0,NaN,2016-01-04,40.0,NaN,44799.0,NaN,2016
NaN,2001-04-24,24,30019.0,NaN,NaN,NaN,NaN,NaN,NaN,30019.0,NaN,0,NaN,903.0,0,4,NaN,33735.0,NaN,0.0,NaN,639.0,NaN,2001-04-24,48.0,NaN,NaN,NaN,2001
NaN,2001-05-26,26,27022.0,NaN,NaN,NaN,NaN,NaN,NaN,27022.0,NaN,0,NaN,1665.0,0,5,NaN,29887.0,NaN,0.0,NaN,0.0,NaN,2001-05-26,41.0,NaN,NaN,NaN,2001
0.0,2009-04-04,4,26024.0,0.0,NaN,0.0,0.0,1613.0,233.0,26024.0,NaN,0,0.0,1994.0,0,4,-224.0,28892.0,0.0,0.0,NaN,416.0,NaN,2009-04-04,3.0,NaN,30032.0,NaN,2009
710.0,2021-10-06,6,28405.0,-25.0,0.0,13818.0,2987.0,6527.0,1917.0,28405.0,0.0,0,704.0,0.0,0,10,-415.0,31578.0,708.0,0.0,693.0,9.0,NaN,2021-10-06,19.0,NaN,32526.0,0.0,2021
1004.0,2024-05-31,31,22424.0,-529.0,996.0,17511.0,4063.0,6562.0,2490.0,22424.0,0.0,0,992.0,1506.0,0,5,-451.0,24747.0,-157.0,0.0,1399.0,7.0,153.0,2024-05-31,22.0,NaN,26391.0,795.0,2024
0.0,2009-09-23,23,21295.0,0.0,NaN,0.0,0.0,1737.0,845.0,21295.0,NaN,0,0.0,-140.0,0,9,-307.0,23608.0,0.0,0.0,NaN,1781.0,NaN,2009-09-23,8.0,NaN,26336.0,NaN,2009
-1007.0,2024-03-18,18,21200.0,109.0,-402.0,17168.0,0.0,6562.0,3706.0,21200.0,0.0,0,-437.0,37.0,0,3,253.0,22319.0,-977.0,0.0,1397.0,76.0,5314.0,2024-03-18,47.0,NaN,26027.0,-209.0,2024
998.0,2018-02-21,21,26576.0,416.0,NaN,12916.0,0.0,5779.0,539.0,26576.0,NaN,0,0.0,1996.0,0,2,180.0,29389.0,0.0,0.0,NaN,859.0,NaN,2018-02-21,12.0,NaN,30848.0,NaN,2018
NaN,2006-06-27,27,23262.0,NaN,NaN,NaN,NaN,NaN,NaN,23262.0,NaN,0,NaN,1186.0,0,6,-16.0,25866.0,NaN,0.0,NaN,1781.0,NaN,2006-06-27,9.0,NaN,28163.0,NaN,2006
1001.0,2015-06-02,2,29896.0,-299.0,NaN,8640.0,3660.0,3883.0,2814.0,29896.0,NaN,0,0.0,1996.0,0,6,-150.0,32748.0,0.0,0.0,NaN,11.0,NaN,2015-06-02,33.0,NaN,33708.0,NaN,2015
1002.0,2024-03-28,28,29623.0,-531.0,996.0,17196.0,734.0,6562.0,3550.0,29623.0,0.0,0,991.0,1589.0,0,3,-451.0,32452.0,432.0,0.0,1397.0,12.0,2418.0,2024-03-28,35.0,NaN,34046.0,1401.0,2024
NaN,2001-06-28,28,37361.0,NaN,NaN,NaN,NaN,NaN,NaN,37361.0,NaN,0,NaN,900.0,0,6,NaN,41185.0,NaN,0.0,NaN,0.0,NaN,2001-06-28,32.0,NaN,NaN,NaN,2001
988.0,2016-12-09,9,34176.0,0.0,NaN,11503.0,0.0,5113.0,1828.0,34176.0,NaN,0,0.0,-410.0,0,12,-449.0,36936.0,0.0,0.0,NaN,12.0,NaN,2016-12-09,42.0,NaN,38407.0,NaN,2016
NaN,2006-11-26,26,42747.0,NaN,NaN,NaN,NaN,NaN,NaN,42747.0,NaN,0,NaN,2000.0,0,11,-68.0,47358.0,NaN,40.0,NaN,8.0,NaN,2006-11-26,36.0,NaN,47994.0,NaN,2006
840.0,2020-04-10,10,18220.0,-309.0,0.0,13110.0,5050.0,6559.0,1162.0,18220.0,0.0,0,0.0,1692.0,0,4,-290.0,20937.0,845.0,0.0,0.0,12.0,NaN,2020-04-10,33.0,NaN,22048.0,0.0,2020
102.0,2019-03-03,3,20311.0,231.0,0.0,12723.0,0.0,6192.0,3521.0,20311.0,0.0,0,0.0,800.0,0,3,69.0,21390.0,691.0,0.0,0.0,651.0,NaN,2019-03-03,14.0,NaN,22641.0,0.0,2019
NaN,2001-04-13,13,27263.0,NaN,NaN,NaN,NaN,NaN,NaN,27263.0,NaN,0,NaN,1030.0,0,4,NaN,31056.0,NaN,0.0,NaN,716.0,NaN,2001-04-13,2.0,NaN,NaN,NaN,2001
613.0,2025-05-27,27,25213.0,0.0,0.0,20590.0,3006.0,6606.0,2604.0,25213.0,-514.0,0,992.0,1370.0,0,5,-125.0,26980.0,777.0,0.0,1397.0,3.0,3037.0,2025-05-27,32.0,NaN,28122.0,1420.0,2025
NaN,2007-03-09,9,28701.0,NaN,NaN,NaN,NaN,0.0,0.0,28701.0,NaN,0,NaN,197.0,0,3,-276.0,31795.0,NaN,0.0,NaN,1682.0,NaN,2007-03-09,11.0,NaN,34353.0,NaN,2007
999.0,2018-01-20,20,27212.0,504.0,NaN,12916.0,0.0,5779.0,704.0,27212.0,NaN,0,0.0,1996.0,0,1,243.0,30377.0,0.0,0.0,NaN,277.0,NaN,2018-01-20,14.0,NaN,31254.0,NaN,2018
0.0,2019-09-16,16,29141.0,-506.0,0.0,12885.0,1118.0,6182.0,679.0,29141.0,0.0,0,0.0,1895.0,0,9,-455.0,32141.0,999.0,0.0,0.0,21.0,NaN,2019-09-16,18.0,NaN,33623.0,0.0,2019
0.0,2010-07-12,12,20401.0,0.0,NaN,33.0,0.0,2062.0,209.0,20401.0,NaN,0,0.0,1233.0,0,7,-148.0,22587.0,0.0,0.0,NaN,1630.0,NaN,2010-07-12,8.0,NaN,24865.0,NaN,2010
902.0,2020-08-09,9,23895.0,0.0,0.0,13235.0,2125.0,6527.0,1526.0,23895.0,0.0,0,0.0,1806.0,0,8,-52.0,26146.0,902.0,0.0,0.0,6.0,NaN,2020-08-09,37.0,NaN,26704.0,0.0,2020
927.0,2014-05-01,1,22830.0,-236.0,NaN,4640.0,0.0,2523.0,421.0,22830.0,NaN,0,0.0,1854.0,0,5,-124.0,25183.0,0.0,0.0,NaN,1089.0,NaN,2014-05-01,2.0,NaN,27132.0,NaN,2014
802.0,2020-04-14,14,26661.0,-325.0,0.0,13110.0,1303.0,6559.0,1140.0,26661.0,0.0,0,0.0,2003.0,0,4,-455.0,29202.0,1020.0,0.0,0.0,7.0,NaN,2020-04-14,38.0,NaN,30489.0,0.0,2020
854.0,2021-03-03,3,23499.0,-454.0,0.0,13556.0,0.0,6527.0,279.0,23499.0,0.0,0,630.0,1694.0,0,3,-455.0,25991.0,815.0,0.0,0.0,1333.0,NaN,2021-03-03,11.0,NaN,28833.0,0.0,2021
NaN,2001-06-11,11,36733.0,NaN,NaN,NaN,NaN,NaN,NaN,36733.0,NaN,0,NaN,1224.0,0,6,NaN,40590.0,NaN,0.0,NaN,10.0,NaN,2001-06-11,36.0,NaN,NaN,NaN,2001
0.0,2021-01-18,18,22788.0,0.0,0.0,13528.0,0.0,6527.0,2690.0,22788.0,0.0,0,-2.0,1485.0,0,1,90.0,24173.0,454.0,0.0,0.0,849.0,NaN,2021-01-18,4.0,NaN,25624.0,0.0,2021
NaN,2002-05-28,28,35640.0,NaN,NaN,NaN,NaN,NaN,NaN,35640.0,NaN,0,NaN,1869.0,0,5,NaN,39365.0,NaN,0.0,NaN,8.0,NaN,2002-05-28,39.0,NaN,NaN,NaN,2002
1.0,2021-01-27,27,23516.0,-24.0,0.0,13533.0,0.0,6527.0,992.0,23516.0,0.0,0,952.0,1953.0,0,1,-310.0,25990.0,975.0,0.0,0.0,969.0,NaN,2021-01-27,8.0,NaN,27893.0,0.0,2021
NaN,2004-02-13,13,34396.0,NaN,NaN,NaN,NaN,NaN,NaN,34396.0,NaN,0,NaN,-386.0,0,2,NaN,38081.0,NaN,0.0,NaN,476.0,NaN,2004-02-13,13.0,NaN,NaN,NaN,2004
NaN,2004-10-26,26,43570.0,NaN,NaN,NaN,NaN,NaN,NaN,43570.0,NaN,0,NaN,1993.0,0,10,NaN,48434.0,NaN,0.0,NaN,11.0,NaN,2004-10-26,40.0,NaN,NaN,NaN,2004
NaN,2002-08-30,30,38431.0,NaN,NaN,NaN,NaN,NaN,NaN,38431.0,NaN,0,NaN,-54.0,0,8,NaN,42467.0,NaN,0.0,NaN,0.0,NaN,2002-08-30,21.0,NaN,NaN,NaN,2002
NaN,2006-06-27,27,26336.0,NaN,NaN,NaN,NaN,NaN,NaN,26336.0,NaN,0,NaN,967.0,0,6,-16.0,29113.0,NaN,0.0,NaN,1492.0,NaN,2006-06-27,13.0,NaN,31121.0,NaN,2006
NaN,2006-11-28,28,46370.0,NaN,NaN,NaN,NaN,NaN,NaN,46370.0,NaN,0,NaN,1984.0,0,11,-90.0,51217.0,NaN,0.0,NaN,9.0,NaN,2006-11-28,33.0,NaN,51916.0,NaN,2006
888.0,2022-02-24,24,33770.0,275.0,0.0,14077.0,0.0,6550.0,4348.0,33770.0,0.0,0,991.0,504.0,0,2,271.0,36408.0,1019.0,0.0,1048.0,9.0,NaN,2022-02-24,41.0,NaN,37017.0,0.0,2022
1003.0,2023-01-31,31,36137.0,171.0,-532.0,15120.0,0.0,6545.0,3449.0,36137.0,0.0,0,-312.0,-1440.0,0,1,340.0,38509.0,294.0,0.0,1095.0,1.0,6238.0,2023-01-31,38.0,NaN,41394.0,0.0,2023
102.0,2018-07-03,3,24769.0,-446.0,NaN,13052.0,8430.0,5913.0,1338.0,24769.0,NaN,0,0.0,1376.0,0,7,-416.0,27597.0,0.0,0.0,NaN,4.0,NaN,2018-07-03,29.0,NaN,28963.0,NaN,2018
710.0,2017-07-26,26,21000.0,342.0,NaN,12372.0,0.0,5305.0,468.0,21000.0,NaN,0,0.0,1604.0,0,7,231.0,23189.0,0.0,0.0,NaN,747.0,NaN,2017-07-26,1.0,NaN,24436.0,NaN,2017
NaN,2005-04-30,30,33748.0,NaN,NaN,NaN,NaN,NaN,NaN,33748.0,NaN,0,NaN,1986.0,0,4,-70.0,37342.0,NaN,0.0,NaN,8.0,NaN,2005-04-30,19.0,NaN,37920.0,NaN,2005
NaN,2007-02-24,24,30321.0,NaN,NaN,NaN,NaN,0.0,0.0,30321.0,NaN,0,NaN,1956.0,0,2,-275.0,33349.0,NaN,0.0,NaN,844.0,NaN,2007-02-24,5.0,NaN,35068.0,NaN,2007
NaN,2007-05-01,1,34674.0,NaN,NaN,NaN,NaN,0.0,0.0,34674.0,NaN,0,NaN,1991.0,0,5,-216.0,38156.0,NaN,0.0,NaN,12.0,NaN,2007-05-01,41.0,NaN,38884.0,NaN,2007
0.0,2011-02-26,26,37752.0,0.0,NaN,111.0,1.0,1734.0,1356.0,37752.0,NaN,0,0.0,1490.0,0,2,-452.0,41667.0,0.0,0.0,NaN,14.0,NaN,2011-02-26,36.0,NaN,42733.0,NaN,2011
NaN,2001-11-29,29,48174.0,NaN,NaN,NaN,NaN,NaN,NaN,48174.0,NaN,0,NaN,1872.0,0,11,NaN,53404.0,NaN,0.0,NaN,0.0,NaN,2001-11-29,36.0,NaN,NaN,NaN,2001
888.0,2017-07-19,19,26406.0,498.0,NaN,12372.0,798.0,5305.0,2014.0,26406.0,NaN,0,0.0,1447.0,0,7,245.0,28298.0,0.0,0.0,NaN,13.0,NaN,2017-07-19,15.0,NaN,28811.0,NaN,2017
110.0,2011-04-06,6,33938.0,0.0,NaN,135.0,2.0,1761.0,1085.0,33938.0,NaN,0,0.0,356.0,0,4,-124.0,37377.0,0.0,203.0,NaN,19.0,NaN,2011-04-06,15.0,NaN,37817.0,NaN,2011
NaN,2005-10-23,23,34858.0,NaN,NaN,NaN,NaN,NaN,NaN,34858.0,NaN,0,NaN,1800.0,0,10,-193.0,38895.0,NaN,0.0,NaN,4.0,NaN,2005-10-23,26.0,NaN,39592.0,NaN,2005
NaN,2008-12-05,5,42335.0,NaN,NaN,NaN,NaN,1384.0,686.0,42335.0,NaN,0,NaN,-1115.0,0,12,-65.0,46974.0,NaN,0.0,NaN,14.0,NaN,2008-12-05,16.0,NaN,48768.0,NaN,2008
1003.0,2024-04-23,23,26984.0,-529.0,940.0,17300.0,4875.0,6562.0,1684.0,26984.0,0.0,0,992.0,1005.0,0,4,-451.0,29577.0,1020.0,0.0,1397.0,8.0,-349.0,2024-04-23,23.0,NaN,31065.0,617.0,2024
1053.0,2024-02-25,25,28193.0,-39.0,996.0,17031.0,3048.0,6562.0,1515.0,28193.0,0.0,0,992.0,1998.0,0,2,302.0,30924.0,999.0,0.0,1399.0,3.0,-225.0,2024-02-25,27.0,NaN,31566.0,801.0,2024
0.0,2021-03-13,13,31059.0,0.0,0.0,13562.0,0.0,6527.0,3110.0,31059.0,0.0,0,989.0,1504.0,0,3,251.0,33769.0,961.0,0.0,0.0,9.0,NaN,2021-03-13,40.0,NaN,34378.0,0.0,2021
998.0,2015-04-24,24,31543.0,-441.0,NaN,8510.0,1840.0,4021.0,1217.0,31543.0,NaN,0,0.0,1997.0,0,4,9.0,34651.0,0.0,0.0,NaN,9.0,NaN,2015-04-24,34.0,NaN,35601.0,NaN,2015
